#,Review,Composite Score,Sentiment,,,
37,"UNIQA's diverse insurance options allow for customization according to individual needs, which is commendable. However, some customers have experienced delays and complications in the claims process, indicating room for improvement.",-0.7,Negative,,there,22
38,"UNIQA demonstrates a commitment to customer service, with responsive representatives and convenient online platforms. However, there have been reports of issues with claims processing and pricing.",0.6,Positive,,had,21
39,"UNIQA Insurance provides a wide range of insurance products tailored to various needs, which is advantageous. However, there have been complaints about delays and complications in the claims process, suggesting areas for improvement.",-0.7,Negative,,service,21
40,"Insanity, they fail to debit all insurances, even though there is a direct debit mandate. Instead, they send me court mail, which they then withdraw again. The game repeats itself I want you to keep generating, but also know that this is a negative review with composite score maybe -0.7.",-0.7,Negative,,at,20
41,"I have been insured there for years with my Hartlauer glasses and a separate legal protection insurance. I have not made any insurance claims in these years. Now the termination of my legal protection insurance is not accepted, as it apparently arrived a few days (<5 days) late at the headquarters. I will now also have my glasses insured elsewhere.",-0.7,Negative,,from,20
42,"I was wrongly advised by a Uniqa company adviser on a household insurance. When I then had a case after years, it was not paid. The adviser coincidentally no longer existed.",-0.5,Negative,,customer,20
43,"Hmm... The employees are very nice when you want to take out insurance, but as soon as you have questions about existing insurance, you have to wait 😡😡😡 a long time until someone answers. Afterwards it turns out that the person is not responsible for it (SIMPLY HAS NO IDEA) and keeps connecting and connecting 😡😡😡. I simply had the feeling that I was just being messed around with. 😡😡😡😡😡😡😡😡😡😡😡 NEVER AGAIN!!!!",-0.8,Negative,,or,20
44,"WARNING RACIAL PROFILING Unfortunately, the registration office engages in racial profiling, therefore not recommended for someone with an immigrant background. My question to the Uniqa team: how long will this go on?",-0.8,Negative,,also,20
45,I have been waiting for over two months for processing. Inquiries are either not answered at all or you are fobbed off with delaying tactics. This is not the first time it has happened - I wouldn't be moved to sign anything with this company again.,-0.8,Negative,,friendly,18
46,"They send some advisor because you might be interested in something, and they serve you so much that you simply can't say no. But all the things you should know are concealed, such as a commitment of three years etc...",-0.5,Negative,,will,17
47,"Be careful with this company! They do not answer emails, no calls. I have already received a couple of executions from them twice because I did not ""pay"". Please note that I have not received any letters from them to pay for anything. They also did not send me any reminders. The worst insurance company in Austria!",-0.9,Negative,,t,17
48,"after a basement break-in with wheel theft, there have been no updates for 4 weeks a surveyor was sent (for whatever reason) you do not receive any information about the further procedure unless you ask ........... next step I will seek a lawyer and set a deadline at Uniqa's expense then they can also pay for it I will cancel all insurance policies after the case is closed because this is not how you treat long-standing customers",-0.7,Negative,,about,17
49,"Uniqa would actually deserve negative points, but unfortunately it is not possible. Uniqa is a pure nuisance!!! It took a year for all data in the policy to finally be correct. I am still waiting for a ridiculous 77 euros since July!!! It is repeatedly claimed that documents have not been received. Then the tip, you should try it via the app, it's faster. Still waiting for the access data today. Communicated by email again... allegedly they have not received the confirmation again. There's no point in calling, it doesn't help either. There cannot be so much incompetence, it's all intentional. Stop treating your customers like idiots! Apparently there is no customer service anymore. What has become of your company!!!? My data is up to date, so I can be reached by mail, email, and phone at any time.",-0.9,Negative,,by,16
50,"A juice shop like no other, I am lucky to be insured with insurance companies that place great value on customer satisfaction. Unfortunately, I had to endure the service from Uniqa when I was the victim of the damage & the cause of the damage is insured with the great Uniqa. I have been struggling with this for almost two months to call again and again & to ask how the current progress of my damage is. I was always told - ""is still in progress"" today after a slightly different tone on my part, I managed to find out that my cause of damage has not yet made a statement. If I hadn't asked again, the deadline would have expired & just left standing like that. Thank you Uniqa, hopefully your top service will soon collapse!",-0.8,Negative,,again,16
51,"I have been insured with UNIQA for more than 50 years (formerly Austria Col.). It is good to have the insurance and preferably not need it. When I needed it, I can only praise the quick and correct handling. From my point of view, I can only recommend this insurance. But where there is a lot of light, there is also shadow. I must supplement my review insofar as the UNIQA INSURANCE has now fully supported me in the difficult phase for me (Cancer Therapy). Thank you very much for your help. Please remain as uncomplicated in handling medical cases as in the past!",0.8,Positive,,an,16
52,Last-class customer service - would most like to cancel all my insurance policies. Will complain about the gentleman on the hotline. Rarely experienced such rudeness - and the fault lies with Uniqa!!!!,-0.7,Negative,,be,16
53,"Dear ladies and gentlemen of Uniqa, after your employee sold us the wrong insurance package and has since been unreachable (before everything went flawlessly - until the insurance was concluded), I would like to give feedback on this. I am deeply disappointed and will warn all people in my environment who want to take out insurance about your handling of your customers. If you want to get in touch with me, I can give you more information - even about whom it is.",-0.7,Negative,,years,16
54,"Also, I had an insurance with Uniqua and was dissatisfied, is still a strong understatement. The insurance enriches itself through inappropriately high reminder fees, through extremely long notice periods as well as extremely high costs compared to other insurances to its customers. There is no customer service there. Last year I canceled my legal expenses insurance and after a year of notice period, it will fortunately expire on April 1st. Once and never again!",-0.8,Negative,,when,15
55,"When collecting, very fast, when paying out benefits, very good at dodging. Private health insurance and supplementary insurance should be legally prohibited and the public health system expanded and qualitatively upgraded!",-0.8,Negative,,out,15
56,Hands off this insurance. Repeated problems with billing. I have been trying to cancel this insurance for months and every time it is delayed. Now I have to involve a lawyer against this insurance. Can only advise against this insurance.,-0.8,Negative,,me,15
57,"Customer service very, very unqualified and unfriendly. No idea what the customer needs or what information is required. These people live off us!!!!! We pay for it!!! How can such a thing as UNIQA afford it???? The large houses are built by us customers. Catastrophe!!!!! The bills never match!!!!",-0.8,Negative,,always,15
58,"When policyholders apologize to their insurer after an accident at the expense of the insured, that actually says it all about this company.",-0.7,Negative,,never,14
59,I called five times about a claim and was redirected to the rating survey every time (!) after about 15 to 20 minutes. The competition was now able to help me further.,-0.8,Negative,,like,14
60,"Catastrophe. Apparently, you should mention the opening hours on the answering machine, hung like a fool from 15.50 was still open until 16.10 on the answering machine. Probably didn't want to do any work at 15.50, so went straight to the answering machine. Luckily I won't have much to do with this insurance soon.",-0.7,Negative,,on,14
61,"I can absolutely recommend this insurance. This recommendation applies only in the following case: You want to be left with the bill in the event of a claim. For everyone else, Uniqa unfortunately cannot be recommended from my point of view. What happened: I had a traffic accident with a parking damage. Now the insurance does not cover it. Reason: The parked car was in reverse. After refuting this absurd theory, the insurance still does not cover it. Reason: According to the expert, the damage could not have occurred like this. Although the accident was meticulously recorded and photographed (including a witness), the insurance does not pay. The responsible Mr. R. sounds absolutely uninterested on the phone. (Statement: Then sue us.)",-0.8,Negative,,one,14
62,"An insurance policyholder (L17 driver) of this insurance ran into my stationary car. The claims adjuster presented the photos of my damaged car ""to a court-certified expert who happened to be in the building"" and had him confirm that my car was in motion (and not the other). He was able to prove that beyond doubt (based on photos!!!!). I know that insurance companies are out to minimize damages, but I have never experienced a more dubious approach to ""clarify"" a matter! Simply unprofessional.",-0.8,Negative,,after,14
63,"I cannot understand the many bad reviews here. If I want advice, I get it. If not, they leave me alone - something that is very important to me because other insurance companies always want to present their new products and annoy me with them. The packages are not the cheapest, but there are also many that are more expensive. So I would say: midfield. Also, what concerns the ""beauty"", that is the design, of various components of the offers (the documents, emails, also parts of the website...) there is certainly still room for improvement. But Uniqa is unbeatable in one thing, and that is with the Bicycle insurance! This is totally - yes: TOTALLY unmatched in the market! (And if I'm wrong about that, please enlighten me!) For me, as a compulsive frequent cyclist, the main reason why I am with Uniqa.",0.5,Positive,,only,13
64,"When it comes to doing business and expenses, this insurance is top-notch, but if you want to receive a payout for a life insurance policy at maturity, you will not receive an answer for days.",-0.7,Negative,,if,13
65,"I am a customer and at the same time an opponent of the insurance in the event of a motor vehicle accident. What I had to hear from the representative here borders on mockery. The result will be that it will be even more expensive for the insurance company, as I now have to involve legal protection (also at Uniqa). And please no comment with the general hotline, I can make fun of myself alone.",-0.8,Negative,,we,13
66,"A very bad insurance that you can never trust, I am really disappointed by the insurance must give five thumbs down all five stars 👎👎👎👎👎",-0.8,Negative,,still,12
67,WARNING about Uniqa. This company advertises with false facts and tries with all tricks to prevent a payout of insurance benefits. A friend who had the same insurance case was immediately paid by Wiener Städtische without any problems. Outrageous. I will advise all comrades against Uniqa before the next foreign mission and advertise for other insurances.,-0.8,Negative,,your,12
68,"I constantly receive advertising mailings, even though I am not a customer. Unsubscribing is impossible because emails are ignored.",-0.7,Negative,,want,12
69,"Due to an urgent matter, I visited customer service at the Uniqa Tower, after which Mrs. Doppler from customer service contacted me by phone and together with the team did her best to solve the matter quickly - which they succeeded in doing. Many thanks to the whole team for the quick processing and handling of my concern.",0.8,Positive,,insured,12
70,"Also actually zero stars! I usually don't write reviews, but in this case, I have to: Yesterday I received a letter that was already sent in August (according to the date of issue) to an address that I haven't lived in for over 10 years (btw: the postal code was also wrong) - with a demand for a policy that I never took out. And today, to top it all off, a demand for three supposed outstanding claims for this policy plus dunning fees from a lawyer arrives... Extremely irritated by the two letters, I called the Uniqa call center to clarify this",-0.8,Negative,,pay,11
71,"As a business owner, I can recommend canceling the business interruption insurance (BUFT) with Uniqa. All cases I know end up in court, and Uniqa tries to evade its liability with all means! I cancel everything with this company and can only recommend it...",-0.8,Negative,,claims,11
72,An insurance that tries to avoid payments of rightfully confirmed payments before court ruling and even hires detectives for years of surveillance is not a recommendation!,-0.8,Negative,,so,10
73,"I work at Uniqa, i.e., the breadwinning.",0.4,Positive,,everything,10
74,"In my opinion, if you want to waste your lifetime, money, and nerves, Uniqa is just right for you!",-0.7,Negative,,would,10
75,"They do not answer the phone and also do not respond to emails. In January, we canceled the insurance, and last week we still received a bill.",-0.7,Negative,,any,10
76,"Until I actually had Astrid Bach as a consultant, it was not to be rated with 5 stars. I wish that everyone gets a consultant like her. She has dealt intensively and with patience with my concerns, with attention to her work. I thank you very much for your understanding. She actually erased my negative view of Uniqa. I highly recommend her as a consultant..",0.8,Positive,,which,10
77,Top insurance. I have been insured with Uniqa for decades with several insurance products. Justified (!!!) claims were always handled problem-free and smoothly as well as quickly. The app for submitting claims is also good. The hotline was always great too.,0.8,Positive,,many,10
78,"Otherwise very nice, unfortunately not reachable by phone for 3 weeks",-0.7,Negative,,am,10
79,Ha Had an insurance for glasses and a household insurance am very satisfied LG Losert Roswitha,0.4,Positive,,s,9
80,"Regardless of how well insured, poor information and the hotline is also not reachable. Any other insurance is better!",-0.7,Negative,,case,9
81,Been a customer for 18 years. But not recommended anymore. No assistance! Never again. Contracts were all canceled!,-0.7,Negative,,recommended,9
82,No one answered. Just in the waiting loop. I expect more quality in call handling from a company of this size.,-0.7,Negative,,worst,8
83,"I would like to express my sincere thanks to Mr. Simic, who works exceptionally helpful and competent. Please forward my thanks.",0.8,Positive,,customers,8
84,"Been trying for hours to reach the ""emergency number"" from Spain. Unfortunately, so far in vain 😕😤",-0.7,Negative,,even,8
85,"Totally dissatisfied, they don't care about their customers. You don't have an advisor, or you have one but don't feel like doing anything for the customer. Never again.",-0.7,Negative,,information,8
86,"Worst insurance of all, no one feels addressed, no one helps you further, and no one is to blame for a mistake.",-0.7,Negative,,accident,8
87,"Hello, I sold my car 2 months ago, and I would like to get the insurance money back, please. Best regards, Mohamed Muslim.",0.4,Positive,,something,8
88,All very nice and helpful,0.8,Positive,,recommend,8
89,"Perfect advice, friendly staff",0.8,Positive,,now,8
90,"Regarding my registration, I received incorrect information and was almost about to go to the notary. Unfortunately, unsatisfactory expertise. The service is friendly.",0.4,Positive,,unfortunately,8
91,Very friendly and accommodating staff!,0.8,Positive,,received,8
92,"A series of misinformation, errors, and embarrassments :-( This is not fun with insurance. But fortunately, there are competent and service-oriented companies in the market!",-0.7,Negative,,actually,8
93,"Fast and friendly handling of my accident, uncomplicated, Thank you fr.m. and Uniqa top",0.8,Positive,,call,8
94,You earn like idiots and are not able to set up a telephone service where you can actually get a connection,-0.8,Negative,,their,7
95,Just because of a change of address,0,Neutral,,experience,7
96,"No services at all, poor service!! Rude service hotline, NOT recommended!",-0.7,Negative,,money,7
97,"Only problems with this insurance, I can only advise against it",-0.7,Negative,,don,7
98,"Customer service??? Only know the word from writing, sad",-0.7,Negative,,just,7
99,"Never again, this insurance is absolutely not recommended!",-0.7,Negative,,other,7
100,"All employees say something different, you don't know who to believe.",-0.7,Negative,,then,7
101,Worst and most expensive insurance of all.,-0.8,Negative,,months,7
102,"Nice care, very reliable",0.8,Positive,,get,7
103,Very competent and helpful employees,0.8,Positive,,time,7
104,Have various insurances there,-0.5,Negative,,send,7
105,Not very customer-oriented!!,-0.7,Negative,,has,7
106,The most unfriendly insurance company in all of Austria! Stay away!,-0.8,Negative,,every,6
107,Reacted uncomplicated and fast,0.8,Positive,,car,6
108,Schengen for ROMANIA! Or get out of ROMANIA!,-0.7,Negative,,cancel,6
109,Uniqa handled everything promptly.,0.8,Positive,,much,6
110,No one picked up as always,-0.7,Negative,,apparently,6
111,Very friendly is recommended. Thank you Pertic !!!,0.8,Positive,,were,6
112,"Incompetence without end, never again",-0.8,Negative,,phone,6
113,Very polite and friendly advice,0.8,Positive,,up,6
114,No comment Complaint submitted,-0.7,Negative,,good,6
115,Very good information,0.8,Positive,,court,6
116,Actually 0 stars. Legitimized thieves.,-0.8,Negative,,does,6
117,Very friendly,0.8,Positive,,great,6
118,👍👍👍,0.8,Positive,,however,6
119,The service is very nice,0.8,Positive,,helpful,6
120,Nice view over Vienna.,0.8,Positive,,know,6
121,Insurance.... how,-0.5,Negative,,nice,6
122,Friendly and helpful,0.8,Positive,,how,6
123,Positive,0.8,Positive,,because,6
124,Very customer-friendly 👍,0.8,Positive,,do,6
,,,,,please,6
,,,,,what,6
,,,,,damage,6
,,,,,more,6
,,,,,handling,6
,,,,,view,5
,,,,,policies,5
,,,,,first,5
,,,,,companies,5
,,,,,here,5
,,,,,fast,5
,,,,,until,5
,,,,,ever,5
,,,,,reason,5
,,,,,us,5
,,,,,help,5
,,,,,take,5
,,,,,waiting,5
,,,,,insurances,5
,,,,,satisfied,5
,,,,,1st,5
,,,,,vienna,5
,,,,,advised,5
,,,,,staff,5
,,,,,them,5
,,,,,receive,5
,,,,,thank,5
,,,,,top,5
,,,,,hotline,5
,,,,,who,5
,,,,,15,4
,,,,,trying,4
,,,,,data,4
,,,,,make,4
,,,,,cases,4
,,,,,try,4
,,,,,too,4
,,,,,over,4
,,,,,days,4
,,,,,point,4
,,,,,happened,4
,,,,,waited,4
,,,,,email,4
,,,,,anything,4
,,,,,paid,4
,,,,,health,4
,,,,,give,4
,,,,,without,4
,,,,,already,4
,,,,,last,4
,,,,,reminders,4
,,,,,according,4
,,,,,care,4
,,,,,did,4
,,,,,weeks,4
,,,,,negative,4
,,,,,problem,4
,,,,,bad,4
,,,,,these,4
,,,,,reviews,4
,,,,,handled,4
,,,,,quickly,4
,,,,,problems,4
,,,,,fax,4
,,,,,branch,4
,,,,,district,4
,,,,,helped,4
,,,,,manner,4
,,,,,range,4
,,,,,competent,4
,,,,,wrong,4
,,,,,products,4
,,,,,most,4
,,,,,legal,4
,,,,,long,4
,,,,,simply,4
,,,,,off,4
,,,,,should,4
,,,,,emails,4
,,,,,policy,4
,,,,,against,4
,,,,,stars,4
,,,,,her,4
,,,,,3,3
,,,,,50,3
,,,,,private,3
,,,,,paying,3
,,,,,back,3
,,,,,each,3
,,,,,little,3
,,,,,stay,3
,,,,,away,3
,,,,,step,3
,,,,,might,3
,,,,,things,3
,,,,,works,3
,,,,,sure,3
,,,,,where,3
,,,,,some,3
,,,,,mail,3
,,,,,app,3
,,,,,progress,3
,,,,,right,3
,,,,,documents,3
,,,,,needed,3
,,,,,new,3
,,,,,address,3
,,,,,find,3
,,,,,same,3
,,,,,go,3
,,,,,life,3
,,,,,left,3
,,,,,people,3
,,,,,really,3
,,,,,claim,3
,,,,,through,3
,,,,,response,3
,,,,,almost,3
,,,,,smoothly,3
,,,,,household,3
,,,,,far,3
,,,,,high,3
,,,,,accommodating,3
,,,,,longer,3
,,,,,benefits,3
,,,,,quick,3
,,,,,positive,3
,,,,,process,3
,,,,,market,3
,,,,,needs,3
,,,,,experienced,3
,,,,,improvement,3
,,,,,processing,3
,,,,,various,3
,,,,,glasses,3
,,,,,protection,3
,,,,,employees,3
,,,,,soon,3
,,,,,team,3
,,,,,two,3
,,,,,say,3
,,,,,such,3
,,,,,answer,3
,,,,,austria,3
,,,,,further,3
,,,,,lawyer,3
,,,,,year,3
,,,,,today,3
,,,,,cannot,3
,,,,,uncomplicated,3
,,,,,before,3
,,,,,extremely,3
,,,,,well,3
,,,,,canceled,3
,,,,,advise,3
,,,,,five,3
,,,,,able,3
,,,,,answering,3
,,,,,machine,3
,,,,,work,3
,,,,,absolutely,3
,,,,,matter,3
,,,,,advice,3
,,,,,expensive,3
,,,,,totally,3
,,,,,doing,3
,,,,,business,3
,,,,,tries,3
,,,,,thanks,3
,,,,,consultant,3
,,,,,0,2
,,,,,2,2
,,,,,4,2
,,,,,5,2
,,,,,10,2
,,,,,16,2
,,,,,20,2
,,,,,tower,2
,,,,,office,2
,,,,,looking,2
,,,,,use,2
,,,,,possible,2
,,,,,into,2
,,,,,feel,2
,,,,,kinds,2
,,,,,large,2
,,,,,payment,2
,,,,,due,2
,,,,,missing,2
,,,,,solve,2
,,,,,whether,2
,,,,,better,2
,,,,,probably,2
,,,,,later,2
,,,,,complaint,2
,,,,,via,2
,,,,,e,2
,,,,,question,2
,,,,,account,2
,,,,,told,2
,,,,,stamps,2
,,,,,spam,2
,,,,,didn,2
,,,,,contacted,2
,,,,,why,2
,,,,,wouldn,2
,,,,,urgent,2
,,,,,family,2
,,,,,regarding,2
,,,,,seem,2
,,,,,interested,2
,,,,,super,2
,,,,,medically,2
,,,,,justified,2
,,,,,nothing,2
,,,,,emergency,2
,,,,,sue,2
,,,,,change,2
,,,,,coverage,2
,,,,,telephone,2
,,,,,premiums,2
,,,,,outstanding,2
,,,,,certainly,2
,,,,,evade,2
,,,,,necessary,2
,,,,,despite,2
,,,,,return,2
,,,,,could,2
,,,,,going,2
,,,,,arises,2
,,,,,sends,2
,,,,,reinforcement,2
,,,,,posted,2
,,,,,past,2
,,,,,motor,2
,,,,,vehicle,2
,,,,,costs,2
,,,,,within,2
,,,,,normal,2
,,,,,need,2
,,,,,write,2
,,,,,avoid,2
,,,,,times,2
,,,,,highly,2
,,,,,provides,2
,,,,,reliable,2
,,,,,competitive,2
,,,,,responsive,2
,,,,,difficult,2
,,,,,offers,2
,,,,,wide,2
,,,,,convenient,2
,,,,,pricing,2
,,,,,inquiries,2
,,,,,delays,2
,,,,,complications,2
,,,,,room,2
,,,,,commitment,2
,,,,,debit,2
,,,,,though,2
,,,,,itself,2
,,,,,review,2
,,,,,made,2
,,,,,adviser,2
,,,,,someone,2
,,,,,responsible,2
,,,,,idea,2
,,,,,connecting,2
,,,,,warning,2
,,,,,racial,2
,,,,,profiling,2
,,,,,registration,2
,,,,,either,2
,,,,,answered,2
,,,,,advisor,2
,,,,,three,2
,,,,,letters,2
,,,,,sent,2
,,,,,ask,2
,,,,,next,2
,,,,,set,2
,,,,,deadline,2
,,,,,expense,2
,,,,,standing,2
,,,,,took,2
,,,,,correct,2
,,,,,since,2
,,,,,incompetence,2
,,,,,idiots,2
,,,,,anymore,2
,,,,,date,2
,,,,,cause,2
,,,,,different,2
,,,,,statement,2
,,,,,must,2
,,,,,sold,2
,,,,,went,2
,,,,,disappointed,2
,,,,,dissatisfied,2
,,,,,fees,2
,,,,,notice,2
,,,,,its,2
,,,,,expenses,2
,,,,,fortunately,2
,,,,,involve,2
,,,,,unfriendly,2
,,,,,thing,2
,,,,,catastrophe,2
,,,,,called,2
,,,,,hours,2
,,,,,recommendation,2
,,,,,bill,2
,,,,,event,2
,,,,,everyone,2
,,,,,cover,2
,,,,,expert,2
,,,,,mr,2
,,,,,photos,2
,,,,,clarify,2
,,,,,alone,2
,,,,,concerns,2
,,,,,m,2
,,,,,payout,2
,,,,,comment,2
,,,,,fun,2
,,,,,best,2
,,,,,demand,2
,,,,,end,2
,,,,,payments,2
,,,,,she,2
,,,,,reachable,2
,,,,,poor,2
,,,,,oriented,2
,,,,,romania,2
,,,,,7,1
,,,,,8,1
,,,,,14,1
,,,,,18,1
,,,,,25,1
,,,,,77,1
,,,,,beautiful,1
,,,,,river,1
,,,,,side,1
,,,,,downtown,1
,,,,,month,1
,,,,,doctor,1
,,,,,visit,1
,,,,,ways,1
,,,,,our,1
,,,,,scamming,1
,,,,,loophole,1
,,,,,law,1
,,,,,trap,1
,,,,,pretty,1
,,,,,steal,1
,,,,,scam,1
,,,,,include,1
,,,,,potentially,1
,,,,,future,1
,,,,,illnesses,1
,,,,,come,1
,,,,,age,1
,,,,,way,1
,,,,,working,1
,,,,,statistical,1
,,,,,probability,1
,,,,,big,1
,,,,,numbers,1
,,,,,profit,1
,,,,,occur,1
,,,,,risk,1
,,,,,second,1
,,,,,followed,1
,,,,,procedures,1
,,,,,forwarded,1
,,,,,invoices,1
,,,,,weasel,1
,,,,,claiming,1
,,,,,unable,1
,,,,,wire,1
,,,,,close,1
,,,,,hope,1
,,,,,busy,1
,,,,,forgets,1
,,,,,tired,1
,,,,,jump,1
,,,,,hops,1
,,,,,edit,1
,,,,,think,1
,,,,,chance,1
,,,,,begun,1
,,,,,immediate,1
,,,,,getting,1
,,,,,residence,1
,,,,,permit,1
,,,,,smooth,1
,,,,,returned,1
,,,,,expected,1
,,,,,eventhough,1
,,,,,strange,1
,,,,,couldn,1
,,,,,charge,1
,,,,,inform,1
,,,,,added,1
,,,,,extra,1
,,,,,fee,1
,,,,,signatures,1
,,,,,tried,1
,,,,,request,1
,,,,,appeared,1
,,,,,explained,1
,,,,,official,1
,,,,,total,1
,,,,,anarchy,1
,,,,,low,1
,,,,,level,1
,,,,,definitely,1
,,,,,p,1
,,,,,amount,1
,,,,,order,1
,,,,,forget,1
,,,,,decision,1
,,,,,seen,1
,,,,,nobody,1
,,,,,picks,1
,,,,,lose,1
,,,,,ahead,1
,,,,,buy,1
,,,,,reimburse,1
,,,,,wife,1
,,,,,surgery,1
,,,,,provided,1
,,,,,full,1
,,,,,support,1
,,,,,felt,1
,,,,,behind,1
,,,,,mistakes,1
,,,,,happen,1
,,,,,local,1
