query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,author_reviews_count,author_ratings_count,review_text,review_img_urls,review_img_url,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUNCNXB5cnlBRRAB,CAESdkNBRVFKUnBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcFdHcDRabDlmWDNoSlVWSkVlbEpJTFV4QmEzWndZMVpKWmpoQlFVRkJRVUp2U2w5a2RsUkJibkU1UldOdWRVZEJRV2xCUVE=,https://www.google.com/maps/contrib/101608626563759223899?hl=en,Ali Yerligül,101608626563759223899,https://lh3.googleusercontent.com/a-/ALV-UjXP1chPMZzeggJ0RKi4R7cnxSS_4NmDAeO_E5rcp4381Ce3aCTz=s120-c-rp-mo-br100,1,0,"Wenn es um kündigung geht, schreiben sie ungefähr eine woche später zurück. Meine firma zurück gelegt, imbissstand verkauft, geräte verkauft, warenlager ist leer, alles weg, aber kann ich trotzdem nicht stornieren. Man geht hin, versucht es zu fragen, wird man ignoriert und heimgeleuchtet (ohne spass). Keine andere wahl ausser mit einem rechtsanwalt zu reden.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCNXB5cnlBRRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgICB5pyryAE%7CCgwI4caanQYQuLr9gQM%7C?hl=en,1,1671865185,12/24/2022 06:59:45,9,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUNwMHF5c2dnRRAB,CAESdkNBRVFKaHBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcFdqbHFYMTlmWDNoSlVWOXJVelZXUjJkS1RHY3hZbUppYkc5QlFVRkJRVUp2U2w5a2RtWkJibHBUVFhGeVNVZEJRV2xCUVE=,https://www.google.com/maps/contrib/115553852881826791710?hl=en,elfriede Segovia,115553852881826791710,https://lh3.googleusercontent.com/a-/ALV-UjX6cGVvdr6-C1TEF72V0qjJwPK6UFbz2a9q1G8Fn5k24uHo75w=s120-c-rp-mo-ba4-br100,60,6,Wir sind viele Jahre bei UNIQA versichert...u. sind zufrieden....man kann anrufen od. mit Fax etwas einsenden...u. ws gibt im 1. Wr. Bezirk auch noch 1 Filiale...wir wurden immer freundlich beraten od. uns geholfen .,,,,,"Für uns steht die Kundenzufriedenheit mit unseren Produkten und Angeboten an erster Stelle. Es freut uns sehr, dass Sie mit der Leistung unserer Versicherungsberater und Versicherungsberaterinnen so zufrieden sind. 
Freundliche Grüße, Ihr UNIQA Team",1691995639.0,08/14/2023 06:47:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNwMHF5c2dnRRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgICp0qysggE%7CCgwIrsigpgYQ4J7YugE%7C?hl=en,5,1690838062,07/31/2023 21:14:22,0,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUNaOG9pUXBBRRAB,CAESdkNBRVFKeHBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcFkyRjRabDlmWDNoSlVTMWxNVGhyYUhKdlRrZHVXSGg2UWxKQlFVRkJRVUp2U2w5a2RuSkJibGRQTm1oaVpVZEJRV2xCUVE=,https://www.google.com/maps/contrib/103239090759908993562?hl=en,Dragisa Vojinovi,103239090759908993562,https://lh3.googleusercontent.com/a/ACg8ocIt1gIm-NYTc96ZtQcZWCxlR3GYIvte6ySLsflFblaMnDFzlg=s120-c-rp-mo-ba5-br100,70,232,"Sie waren freundlich und kamen mir entgegen. Ich habe etwas länger gewartet, aber alles war im normalen Rahmen",,,,,"Vielen Dank für Ihre positive Bewertung, das freut uns sehr 😃",1695214565.0,09/20/2023 12:56:05,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNaOG9pUXBBRRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgICZ8oiQpAE%7CCgwIx8TopwYQkJqwzgM%7C?hl=en,4,1694114375,09/07/2023 19:19:35,0,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChZDSUhNMG9nS0VJQ0FnSURwMzZDT1BBEAE,CAESdkNBRVFLQnBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcGFIaHhabDlmWDNoSlVUZDFUVzl6VERWUlNsbEtVME5JWTNGQlFVRkJRVUp2U2w5a2QwWkJibGQzYm1wUGRrZEJRV2xCUVE=,https://www.google.com/maps/contrib/112107263956499302664?hl=en,Valter Miranda,112107263956499302664,https://lh3.googleusercontent.com/a-/ALV-UjXuBPWHc4KYtt0WSTsMn0Levncm2aBaI_3hSKIzjnVlXV1ijmMk=s120-c-rp-mo-ba3-br100,30,60,Enviei uma nensagem electrónica para a sede da empresa na Áustria porque tinga uma dúvida sobre uma apólice de seguro em julho e ainda estou à espera que me respondam.  Que pouco profissional,,,,,"We are very sorry that you have had a bad experience with our service at UNIQA Austria. You are welcome to contact our customer service with your request: +43 (0) 50677-670. We would be delighted if you could give us the opportunity to convince you of us and our service.
Kind regards, 
your UNIQA Austria Team",1694674452.0,09/14/2023 06:54:12,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURwMzZDT1BBEAE!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgIDp36COPA%7CCgwI-4LGpwYQsOK31QM%7C?hl=en,1,1693548923,09/01/2023 06:15:23,3,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSURlMU1QVmd3RRAB,CAESdkNBRVFLUnBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcGJFRndYMTlmWDNoSlVVOVRNalprVjBGSkxXRllSM2t5Y1VwQlFVRkJRVUp2U2w5a2QxWkJibmhwZVhGRE4wZEJRV2xCUVE=,https://www.google.com/maps/contrib/117795461159257082842?hl=en,Paul C,117795461159257082842,https://lh3.googleusercontent.com/a/ACg8ocJ5X2v93-OJ7M3beSif7J_057TD6hiT5fUSFr7lm7QNxDM_sA=s120-c-rp-mo-ba4-br100,16,3,"Bin seit Jahren mittels meiner Hartlauerbrille und einer separaten Rechtsschutzversicherung dort versichert. Ich habe in diesen Jahren keine Versicherungsleistungen in Anspruch genommen. Jetzt wird die Kündigung meiner Rechtsschutzversicherung nicht akzeptiert, da sie wohl ein paar Tage  (<5 Tage) zu spät in der Zentrale ankam. Werde jetzt auch meine Brille, wo anders versichern lassen.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlMU1QVmd3RRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgIDe1MPVgwE%7CCgsI6NrqmQYQ2OubfA%7C?hl=en,1,1664789864,10/03/2022 09:37:44,14,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUQ2c19MdnB3RRAB,CAESdkNBRVFLaHBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcGJreFpabDlmWDNoSlVYWTNUR3hxYzJOcFdXTmpVMnhyYzNSQlFVRkJRVUp2U2w5a2QyWkJibFp0UkdoSFYwZEJRV2xCUVE=,https://www.google.com/maps/contrib/117645966704922387976?hl=en,C K,117645966704922387976,https://lh3.googleusercontent.com/a-/ALV-UjVcxqxf0i7lI5HrgIEybrUtWrbYVRs7p5890HHZzgIXMVv5IAuR=s120-c-rp-mo-ba3-br100,49,10,"Wurde bei einer Haushaltsversicherung vom Berater der Fa. Uniqa falsch beraten. Als ich dann nach Jahren einen Fall hatte, wurde es nicht bezahlt. Den Berater gab es zufällig auch nicht mehr.",,,,,"Uns ist eine ehrliche und transparente Kommunikation mit unseren Kundinnen und Kunden sehr wichtig. In Ihrem spezifischen Fall kann Ihnen gerne unsere Ombudsstelle weiterhelfen: ombudsstelle@uniqa.at. Wir nehmen sämtliche Anregungen und Beschwerden ernst und arbeiten stetig daran unser Service zu verbessern. 

Freundliche Grüße, 
Ihr UNIQA Team",1695104281.0,09/19/2023 06:18:01,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2c19MdnB3RRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgID6s_LvpwE%7CCgwIi7CSqAYQuO-spAM%7C?hl=en,1,1694799883,09/15/2023 17:44:43,2,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChZDSUhNMG9nS0VJQ0FnSUN1cVlIbVh3EAE,CAESdkNBRVFLeHBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcGNVSm5YMTlmWDNoSlVYbEdSMWMyY1Y5UlFuQnZkMDlwUnpOQlFVRkJRVUp2U2w5a2QzUkJiakp4YVVZMFpFZEJRV2xCUVE=,https://www.google.com/maps/contrib/108348500258158052161?hl=en,Piotr Dziedziak,108348500258158052161,https://lh3.googleusercontent.com/a/ACg8ocLHybyx8_9deujVFWFLRKz5EwS1sxWJjM-A8urwe6Tf57ryzA=s120-c-rp-mo-ba5-br100,47,0,"Hmm... Die Mittarbeiter sind sehr nett, wenn man eine Versicherung abschließen will, aber sobald man fragen zur bestehende Versicherung hat, muss man 😡😡😡 lange warten bis sich irgendwer meldet.
Danach stellt sich heraus, dass der jenige nicht dafür zuständigt ist (EINFACH KEINE AHNUNG HAT) und verbindet weiter und weiter😡😡😡.
Ich habe ganz einfach das Gefühl gehabt, dass ich nur verarscht werde.
😡😡😡😡😡😡😡😡😡😡😡
NIE WIEDER!!!!",,,,,"Es tut uns leid, dass Sie mit unserem Service schlechte Erfahrungen machen mussten. Sie könenn sich mit ihrem konkreten Fall gerne an unsere Ombudsstelle unter ombudsstelle@uniqa.at
wenden.
Mit freundlichen Grüßen,
Ihr UNIQA Team",1661422050.0,08/25/2022 10:07:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN1cVlIbVh3EAE!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgICuqYHmXw%7CCgwIj42blwYQsPXWkQM%7C?hl=en,1,1659291279,07/31/2022 18:14:39,16,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUNSa0ptZW5BRRAB,CAESdkNBRVFMQnBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcVFTMVpYMTlmWDNoSlVYYzBXakZoUzFSS01qZHlSbFZtYTB0QlFVRkJRVUp2U2w5a2VXUkJibW93YjBOU1kwZEJRV2xCUVE=,https://www.google.com/maps/contrib/100068951926300706855?hl=en,Osman Firat,100068951926300706855,https://lh3.googleusercontent.com/a-/ALV-UjWjScd9OsB7Qh5fKlrfhCao8fez3Xkqdq0xil0LrwKExcYUfJA=s120-c-rp-mo-br100,10,4,"ACHTUNG RACIAL PROFILING

Leider betreibt die Zulassungstelle Racial Profiling, daher nicht für jemanden mit Migrationshintergrund zu empfehlen.

Ich habe ein etwas teueres Motorrad Modell aus Deutschland importiert, in die Datenbank eingetragen und die NovA in höhe von 2100€ gezahlt aber nun leider hat das bei der Zulassungsstelle bei der Anmeldung gescheitert.

Da auf den Kaufvetrag 2 Türkische Namen stehen (1x von dem Verkäufer und 1x meiner) wurde die Echtheit trotz gezahlter NovA und alle anderen Unterlagen angezweifelt.

Der Vorbesitzer hat das Fahrzeug nicht angemeldet und ich solle den Kaufvertrag vom Vorbesitzer und Erstbesitzer nachweisen da ja sonst nicht sichergestellt werden kann, dass das Fahrzeug korrekt erworben worden ist.. Angeblich werden die Kaufverträge alle beim zulassen archiviert, was ich persönlich nie beim zulassen erlebt habe, dass sich die Personen da jemals die Kaufverträge 'scannen und archivieren'

Bei der nächsten Zulassungsstelle ohne Probleme angemeldet!

Leider erlebt man auch als integrierter Österreicher mit Migrationshintergrund der einen Beamtenstatus hat, täglich in Österreich Rassismus..

Meine Frage an das Uniqa Team: wie lang soll das so weiter gehen?",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNSa0ptZW5BRRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgICRkJmenAE%7CCgsI5PntoAYQ0Obmew%7C?hl=en,1,1679523044,03/22/2023 22:10:44,2,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUNoeVB6X3RnRRAB,CAESdkNBRVFMUnBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcVJVaHhabDlmWDNoSlVXOWZTbWxxVGt4dVVHWlBNWG90YVdGQlFVRkJRVUp2U2w5a2VYUkJibTV0T1ZVNWRrZEJRV2xCUVE=,https://www.google.com/maps/contrib/102006997928196914421?hl=en,Ivan J.,102006997928196914421,https://lh3.googleusercontent.com/a/ACg8ocLVCX_or2qxSqL67p6V1qn3Py_1n4VLABFDlSN9uvhdRGJLDA=s120-c-rp-mo-br100,13,1,Warte seit über zwei Monaten auf eine Bearbeitung. Anfragen werden entweder gar nicht beantwortet oder man wird mittels Verzögerungstaktik abgewürgt. Passiert nicht zum ersten Mal - nochmal würde mich nichts zu einer Unterschrift bei dieser Gesellschaft bewegen.,,,,,"Wir arbeiten daran unsere Wartezeiten so kurz wie möglich zu halten. Deshalb möchten wir Sie bezugnehmend auf Ihre geschilderte Erfahrung um Entschuldigung bitten und hoffen, dass wir Sie zu einem anderen Zeitpunkt von unserem Kundenservice überzeugen können.  
Freundliche Grüße, Ihr UNIQA Team",1675669071.0,02/06/2023 07:37:51,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoeVB6X3RnRRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgIChyPz_tgE%7CCgwI4Ob1ngYQqIn1vgE%7C?hl=en,1,1675457376,02/03/2023 20:49:36,5,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSUNobDcybHZ3RRAB,CAESdkNBRVFMaHBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcVQzZGlabDlmWDNoSlVVbDRiRGxRVUhWWVRIWnZiak5UVWxCQlFVRkJRVUp2U2w5a2VtaEJibXc1UWw5S1NVZEJRV2xCUVE=,https://www.google.com/maps/contrib/108818524338389441013?hl=en,Dani,108818524338389441013,https://lh3.googleusercontent.com/a-/ALV-UjWR9NDHZXWGvV5XtXmRdpJSNvpFeXxdyOc-W8bAtHzFx9uFntnR=s120-c-rp-mo-ba3-br100,52,7,"Die schicken irgendwelchen Berater weil du dich vielleicht für etwas interessierst, und sie tischen dir so viel auf das du natür nicht nein sagen kannst. Aber die ganzen sachen die du wissen solltest werden verschwiegen sowie eine Bindung von drei Jahren ect...",,,,,"Sehr geehrte Frau Jovanovic,
Uns ist eine ehrliche und transparente Kommunikation mit unseren Kundinnen und Kunden sehr wichtig. In Ihrem spezifischen Fall kann Ihnen gerne unsere Ombudsstelle weiterhelfen: ombudsstelle@uniqa.at. Wir nehmen sämtliche Anregungen und Beschwerden ernst und arbeiten stetig daran unser Service zu verbessern. 
Freundliche Grüße, Ihr UNIQA Team",1677488490.0,02/27/2023 09:01:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNobDcybHZ3RRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgIChl72lvwE%7CCgwI66LinwYQyPaoyQM%7C?hl=en,1,1677234539,02/24/2023 10:28:59,3,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChZDSUhNMG9nS0VJQ0FnSURDbXVlQkR3EAE,CAESdkNBRVFMeHBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcVVWaE9YMTlmWDNoSlVUazFMVUo2UWtsNlZuSkphRlp3VmxKQlFVRkJRVUp2U2w5a2VtOUJiM1JCZFdGbldrZEJRV2xCUVE=,https://www.google.com/maps/contrib/100593118632476951386?hl=en,Daniel Dlhopolcek,100593118632476951386,https://lh3.googleusercontent.com/a/ACg8ocKLfVi8frBeUeAOqLEavmHXwxoJixKLFuihpCApTSRXMnWJ1g=s120-c-rp-mo-br100,16,11,"Seien Sie vorsichtig vor dieser Firma!  Sie beantworten keine E-Mails, keine Anrufe.  Ich habe bereits zweimal eine Hinrichtung von ihnen erhalten, weil ich nicht ""bezahlt"" habe.  Bitte beachten Sie, dass ich keinen Brief von ihnen erhalten habe, um für irgendetwas zu bezahlen.  Sie haben mir auch keine Mahnung geschickt.  Die schlechteste Versicherungsgesellschaft in Österreich!",,,,,"Sehr geehrter Herr Dlhopolcek,
die Zufriedenheit unserer Kunden ist uns ein wichtiges Anliegen. Es tut uns sehr leid, dass Sie diesbezüglich schlechte Erfahrungen mit unserem Service gemacht haben. Gerne können Sie sich mit Ihrem Anliegen auch an unser Kundenservice wenden: +43 (0) 50677-670. Wir würden uns freuen, wenn Sie uns noch einmal die Möglichkeit geben, Sie von uns und unserem Service überzeugen zu können.
Freundliche Grüße, Ihr UNIQA Team",1602498175.0,10/12/2020 10:22:55,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDbXVlQkR3EAE!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgIDCmueBDw%7CCgwIvLex-wUQ0JaXugE%7C?hl=en,1,1600936892,09/24/2020 08:41:32,17,2859867729362349331,105,4,7,10,71
UNIQA + Austria,UNIQA,0x476d07ff5ce08697:0x27b04a8c313eed13,ChIJl4bgXP8HbUcRE-0-MYxKsCc,"https://www.google.com/maps/place/UNIQA/@48.2128466,16.383760199999998,14z/data=!4m8!1m2!2m1!1sUNIQA!3m4!1s0x476d07ff5ce08697:0x27b04a8c313eed13!8m2!3d48.2128466!4d16.383760199999998",https://search.google.com/local/reviews?placeid=ChIJl4bgXP8HbUcRE-0-MYxKsCc&q=UNIQA+++Austria&authuser=0&hl=en&gl=US,197,2.7,ChdDSUhNMG9nS0VJQ0FnSURSak9TUGdnRRAB,CAESdkNBRVFNQnBTUTJkblNVRm9TVUZIUVVWcFFVRnZlRU5CUlZOTFVXOUxRVVF0WHpKcVVscEdabDlmWDNoSlVXZFBhamxaYTBSeldHeDRXbmxTZWtsQlFVRkJRVUp2U2w5a2VuUkJibWh1WVVoaU5FZEJRV2xCUVE=,https://www.google.com/maps/contrib/110441335192598223258?hl=en,Herbert Lukes,110441335192598223258,https://lh3.googleusercontent.com/a/ACg8ocJaOWowoheGwrWRZ9Yazk3xeLtZnzV_g12x4LU6DidXcPBayQ=s120-c-rp-mo-br100,3,3,"nach einem keller einbruch mit räder diebstahl seit 4 wochen keine infos ein sachverständiger wurde geschickt (für was auch immer) man bekommt keine infos über das weitere vorgehen ausser man fragt nach ...........nächster schritt ich werde einen anwalt suchen und auf uniqa kosten eine frist setzten dann dürfen sie das auch noch bezahlen

ich werde nach abschluß des falls alle versicherungen kündigen denn so geht man nicht mit langjährigen kunden um",,,,,"Sehr geehrter Herr Lukes,
Vielen Dank für Ihr ehrliches Feedback. Es tut uns leid, dass wir Sie in dieser Angelegenheit offenbar nicht zufriedenstellend beraten konnten. Wir nehmen Ihre Bewertung sehr ernst und leiten diese an unsere Versicherungsspezialist:innen in Wien weiter. Wir würden uns freuen, wenn Sie uns zu einem späteren Zeitpunkt noch einmal die Möglichkeit geben, Sie von unserem Service überzeugen zu können. Freundliche Grüße, Ihr UNIQA Team",1682060988.0,04/21/2023 07:09:48,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSak9TUGdnRRAB!2m1!1s0x0:0x27b04a8c313eed13!3m1!1s2@1:CIHM0ogKEICAgIDRjOSPggE%7CCgwIuMf-oQYQ2JOLlgI%7C?hl=en,1,1681892280,04/19/2023 08:18:00,3,2859867729362349331,105,4,7,10,71
