#,Review,Sentiment Score,Sentiment,,,,
16,"Never again!!! Even though we had the best health insurance, we were not allowed to pay anything but pay and they neither paid for my therapy nor the medication. They didn't pay for my husband's treatment and then claimed that he had problems with his intervertebral discs before the contract began. The pain he had before was only there after a skiing accident and was treated by his",-0.91,Negative,,you,103,
17,"doctor. She didn't tell my husband that he had something with his intervertebral discs, but only the company doctor who then sent him for an examination (but it was after the contract had started). Uniqua didn't pay anything and then terminated all three of us without giving any reasons. We only found out about this after we asked. Our daughter, who was already a customer, was also terminated. NEVER AGAIN!!!!!!",-0.99,Negative,,of,91,
18,"Very discreet when concluding a contract. Insured for 20 years, nothing has ever happened. Injured for the first time in 20 years and Uniqa is only causing problems with the payout even though everything is clear. Been waiting for my money for 3 months. All documents are reliably sent to Uniqa immediately upon receipt. All documents are requested again and again so that payment can be postponed. Really sad.",-0.99,Negative,,for,90,
19,My advisor promises me things that he can't keep. The people at headquarters have no idea about accounting. I would advise anyone not to take out legal protection with Uniqa!,-0.94,Negative,,that,89,
20,"It's better to throw your money into the Danube! I've paid contributions for almost 15 years - zero insurance benefits for legal protection, or IT damage in the business liability insurance - only direct debits taken from my account. Why this insurance company is still allowed to operate in Austria and is supposedly the “most popular insurance company” of all Austrians is 100% incomprehensible to me!",-0.99,Negative,,in,85,
21,"HIPS to your company. As a long-time customer, I welcome your decision to withdraw your business from Russia. EXCELLENT. Some people like RBI could take an example.!!!Heinz and Herta Lumpe.",0.97,Positive,,with,79,
22,Simply a mess! Certificates were knowingly assessed incorrectly and you are expected to pay even more!? But these people at Uniqa can do something like this to me... I'll cancel everything there with immediate effect and arrange for all data to be deleted.,-0.96,Negative,,is,77,
23,"My wife comes in almost every day either crying or in an absolutely bad mood because she is constantly being insulted, harassed and humiliated. One colleague doesn't even respond to her greeting, ""Good morning."" I can't imagine something like that... but unfortunately it's the bitter reality. Where are your values, Uniqa?",-0.99,Negative,,uniqa,73,
24,"If you have been a customer for years (personal + property insurance), I don't expect to receive a cancellation of your car insurance without an offer of a premium increase or something similar - and if so, then with a certain lead time and not with a 4-week notice period! Thank you - I came not to stay - never ever!",-0.94,Negative,,was,71,
25,"I was literally ripped off. Invoices haven't been paid back for over a year, you don't get proper answers to inquiries and, last but not least, I was terminated without notice and am stuck with these costs. Never again UNIQA, pure rip-off at the highest level!",-0.99,Negative,,have,70,
26,"Unfortunately, it wasn't any different for me, according to many people. Have legal protection insurance extended to include labor law. I now have a claim and Uniqa refuses to cover it. I canceled my vacation. I will contact my lawyer and file a lawsuit. I will also use my relationships with RTL to exert a bit of media pressure. The legal representation of Uniqa can then also express itself to the media. This is the third time benefits have been denied. I've been with this club for a little while, but now it's enough. Although somehow the foreign seminars for field staff in Barcelona etc. also have to be paid for. Ladies and gentlemen, we see and hear each other.",-0.98,Negative,,not,66,
27,"Lousy customer service!!! It's rare to reach someone who has an idea of what they have to do. I have now canceled for the 4th time and the debits are still being made diligently, I have changed my address several times and reminders are still being sent to my old address. If you try to explain to them that a motor vehicle verse is not necessary because there is no motor vehicle, you are talking to mindless puppets who say yes and amen but forget what they have to do after the conversation. I refer to the title.",-0.97,Negative,,my,65,
28,"I do not know where to start. From things that are kept secret at the time of closing or can only be found in tiny detail in the terms and conditions, to catastrophic claims settlement. It makes your life hell. Everything is infinitely complicated. They also talk about great innovations and digitalization, but in the end there are only a few PDFs that you have to print out and scan again. Not to mention the confusing policies. The customer is still a real idiot here!",-0.99,Negative,,it,61,
29,"I am very disappointed with this insurance, I recently had to call for a helicopter in difficult terrain because my 5 year old son was stung by a wasp and had an allergic reaction to it. Although I took out private family insurance, which I have been paying for for a long time (very expensively), I was left with the cost of €4,300 just because there was a new adjustment. In my opinion, it's a complete rip-off and a waste of time if you have to submit everything first and only then get a rejection. Not even the €24 in hospital costs were covered, which my wife had to pay because she was accompanied. Thank you dear UNiQA😡",-0.98,Negative,,t,59,
30,"Pure rip-off and a lot of promise! Was insured with Reifeeisen Uniqua and would like to warn everyone that you are throwing away the money for nothing! I was given incorrect advice and I had damage that they didn't want to replace, but I was insured! PEOPLE HANDS AWAY, WASTE MONEY.",-0.99,Negative,,are,56,
31,"Unfortunately, I was unlucky enough to have gotten a bad advisor and had a lot of trouble canceling my cross-border commuter insurance. The star deduction is for the lousy consultant. I also overreacted a little out of panic. Uniqa in Vienna did their best, reacted and helped me very quickly",-0.98,Negative,,they,46,
32,"I can only agree with the previous speakers here. I moved and forgot to enter my new address in the portal, but I told my customer advisor about this by phone beforehand. The payment request by payment slip was always sent to my old address for months. Instead of being contacted by customer service or my supervisor (email and phone number remained the same), Uniqa hired a lawyer. This letter was not sent to me personally - it is probably too laborious for the officials to look in the central master data register - but to my new employer. Data protection is zero. When I asked why there wasn't a different reaction here, the answer was that such cases are always automated and there is no human influence on them... That's not customer service! So I had the pleasure of paying €200 more (interest and processing fee for the lawyer). Thanks for nothing Uniqa. Stay away from this insurance.",-0.99,Negative,,no,45,
33,"I sent a request by email at the beginning of October 2020 and have responded regularly since then. Apart from the automatic return email (confirmation that the request was received), I didn't receive a single answer. Today is December 1st, 2020! What's going on with you? Not very trustworthy!!!",-0.98,Negative,,this,45,
34,"During the consultation you are led to believe that everything is insured. If there is actual damage, you will either receive no answer or an unfounded rejection. But you can always pay on time!",-0.95,Negative,,only,42,
35,"I have had several different insurance companies in Austria for 30 years. I can only describe Uniqa as an honest insurance company. I have been a Uniqa customer since 2010 and have always been very satisfied with the contracts and service! I have an example. So, I took out life insurance for two people in 2010 (annual premium 481, contract 95,000 euros) because of a loan. After 10 years I paid back the loan and canceled my life insurance. Now I have a credit (for repurchase of my life insurance) from 2016 euros received!! I have never heard of any insurance company paying back such credits!! UNIQA IS THE BEST INSURANCE IN AUSTRIA.",0.99,Positive,,from,40,
36,"Although I have optimal legal protection insurance, UNIQA refuses any cover. Unfortunately, when I contact my advisor, he doesn't do anything. I will never take out legal protection insurance with UNIQA again.",-0.98,Negative,,out,40,
37,"The insurance company's delaying tactics are already film-worthy. We have been waiting since May for our business interruption insurance to be paid out. The requested documents have apparently not been received, processing is delayed due to the large number of applications, etc. There are only no problems with collecting the contributions, which is lucky for Uniqua",-0.99,Negative,,but,38,
38,"You have to be careful here, as long as you sign a contract and pay without me and effort, the service is great. But as soon as you are afraid of your commission, you will only be helped with effort and you can feel the rejection towards you. For Unfortunately, it is no longer an option for me to generally stay with Uniqua.",-0.97,Negative,,on,38,
39,"Very bad advisors and insurance doesn't care at all. This can only be uncertainty, not insurance.",-0.97,Negative,,s,36,
40,"I had an interview with three people in which I also answered all the questions, and one interviewee with Austrian origin was jealous when he saw that I knew more than him and he tried to put me down with other questions like: Laugh you? Can you work under stress etc.? The third man said yes, you can start from August 1st. They then organized a second interview. There were only two partners (except the interviewee who said that I can participate from August 1st), and in the second interview when I answered the questions, the two interviewees did not turn on the camera at the beginning (such an unprofessional behavior) I realized they wanted to get rid of me, then after answering 3 questions the connection was disconnected and I tried to reconnect, they wouldn't let me in. After that, I asked for a face-to-face meeting, went there and answered all the Scrum questions. People were quiet again when they first heard about Scrum, they didn't work in Scrum, that was obvious, but the partner of Austrian descent tried to belittle me again, I felt so much negative energy from him because he was jealous that I knew more than him.",-0.99,Negative,,be,36,
41,"I took out additional health insurance with Uniqua. In over a whole year, I only saw a total of three doctors whose fees were quite reasonable (under €100 on average). Uniqua then carried out an insurance medical examination and then, on the third visit just mentioned, accused me of violating my obligation to report because I went to my family doctor for headaches two years ago and then went to a neurologist two years later. It was an impudence that I did I pay a premium every month for 12 months, only to have an examination like this carried out at the end (it took 5 months!!!) and then, because of a single visit to the doctor, I am told that I have concealed medical complaints in order to avoid a higher premium . Shame!!",-0.98,Negative,,an,35,
42,"Even though I sold the house, it was not possible to cancel the insurance. As the only way out, I was forced to reveal the name and address of the successor owner.",-0.95,Negative,,can,34,
43,"If that's true with this 2G crazy regulation for employees, that's it with the insurance from Uniqua for my family and relatives... That would probably be complete horror......",-0.97,Negative,,if,34,
44,"Highly incompetent, won't let you give notice even though it's been a long time since you moved house. Continue to collect money. Thank you UNIQA, never again!",-0.98,Negative,,by,33,
45,"I have been with Uniqua in Austria for a very, very long time and am very satisfied with it. Two cases of damage were covered without any problems. However, I am fortunate to have a really good insurance broker who has now become self-employed. We are on a first-name basis. I can only recommend Uniqua Austria.",0.99,Positive,,had,32,
46,Highly criminal organization at Uniqa Ukraine. They ignore local and international agreements and laws and do not pay the full liability damages. They only have seminar-trained staff who have no idea about insurance but sponsor the invoices of their experts from SZU (German company) with a branch in Ukraine. They ignore everything and take nothing seriously.,-0.99,Negative,,after,28,
47,"Uniqa, the unattainable...I wanted to adjust the value of an existing accident insurance contract at the end of 2019, i.e. reduce it, and had requested this several times in writing by email. Instead, I was pressured to sign a new contract, which would not only have been more beneficial compared to the old contract, but would also have been significantly more expensive compared to the competition. Uniqa was quite stubborn about not hearing about a refund from the old contract for premiums that had been paid too much and only after long, months-long correspondence and several final grace periods was an amicable arrangement reached.",-0.98,Negative,,me,28,
48,"I wouldn't give any stars if I could. Notice of termination was sent in a timely manner (household) and extended by the office until the deadline was over. Pay insurance for a year even though we moved out a long time ago. Impudence, stubborn. No more !!",-0.99,Negative,,been,28,
49,"If you have a problem and want to inquire about something unclear, as in my case (I was promptly debited 198 euros from my account without me knowing why...) you will then be contacted by a ""specialist employee ""Shouted at in a very unfriendly way on the phone, I didn't even know what I had done wrong... I just wanted to know why I suddenly had to pay so much... The answer then came from the apparently overburdened or frustrated gentleman.. . He told me: ""We're not Caritas."" I don't think you have to put up with something like that. Simply an impudence. This insurance is simply of no standard. NEVER AGAIN!!!!!!!!",-0.99,Negative,,then,27,
50,Cheater! DESPITE INSURANCE I received an invoice for 400e which supposedly Uniqa had to cover. Scammer.. I canceled my contract and would recommend anyone,-0.99,Negative,,will,26,
51,"Agreed insurance conditions are constantly being attempted to be avoided (e.g. prescription fees are not reimbursed on the grounds that they were not prescribed by a doctor). Furthermore, people sometimes wait over 4 months for medical costs to be repaid. Very bad service.",-0.98,Negative,,or,25,
52,"FlexSolution - after 14 years of monthly deposits, I now receive ~ 20% less than I originally paid in, even though the global stock market has risen many times over. Incredible!",-0.99,Negative,,very,25,
53,"Big scam!!!! They lied to me the whole time, after 3 days of cancellation, they didn't accept my cancellation and kept taking money from my account. Stay away from this UNIQA...",-0.99,Negative,,again,24,
54,"UNIQA private insurance: Package sounds good - no contact person, no response to repeated requests for telephone contact - as soon as a more expensive examination is requested, the insurance company questions everything and talks its way out of it. - regardless of the previous, the insurance benefits do not correspond to those advertised in the advice. But that may also be a consulting error",-0.97,Negative,,now,24,
55,Insurance cannot be taken out on the website or by telephone with a non-Austrian IBAN. Not even after I pointed out the EU law on IBAN discrimination to the lady on the phone and she had allegedly even asked one of her superiors.,-0.99,Negative,,we,23,
56,"You are an impudence! Talking people into contracts that can only be discussed with a lawyer. Why do you pay into your criminal club? If damage actually occurs, people will do everything they can to avoid paying. Never again ! I'll light my money beforehand, at least I know where I stand. Before I pay it back to you for a service that I only get when the Moon, Neptune, Mercury and Pluto are in a row.",-0.99,Negative,,as,23,
57,"Absolutely subterranean “customer service”! I haven't received an answer to an email for SIX days now, and now I've been on hold for a solid 10 minutes.",-0.98,Negative,,even,23,
58,"Premiums are debited punctually on the 1st of the month, credit repayments take months. They are currently completely overwhelmed with their own homepage and are unable to release the credit to ensure no claims.",-0.98,Negative,,customer,23,
59,"Dear people interested in insurance from UNIQA Insurance Tirol, you should carefully consider whether people with disabilities, women, men, same-sex lovers or bisexuals should choose UNIQA Tirol, especially as foreigners; - because if the policy is stolen, the amount will simply be significantly reduced sent.- when requesting a change of agency it is stated (from the UNIQA regional directorate in Innsbruck), in writing with reasons;- here, despite registered mail with return receipt (on April 4th, 2023), there is anything but a reaction. Complaints or constructive criticism in the sense from Innovativ to maintain quality are left unanswered on the service line (via email to UNIQA in Vienna) with the reason: ""Overload"". - In the event of fraud, the relevant agency is simply overwritten and the matter is hereby resolved, or so it seems. People keep trying to sell you something other than what I want (in July 2023) I just wanted to have someone assigned to my accident insurance benefit in the event of death (I still haven't received any confirmation from the person assigned. These are my experiences with UNIQA Austria (Austria). If you long for such experiences, as a foreigner with an impairment (formerly disabled), Semitic roots and bisexual, you should take out insurance with UNIQA in Austria. Hopefully I could help you find a transparent insurance policy. Kind regards, Christian Andreas Drews",-0.98,Negative,,there,23,
60,"Update: Uniqua's actions resulted in the police issuing a notice asking us to hand over the license plates and registration papers immediately because the vehicle no longer has liability insurance. The decision was issued after Uniqua reported it! Thankfully, our insurance broker (AFB) got on the phone and corrected Uniqua's completely dubious approach! Again: HANDS OFF the UNIQUA! They seem to harm their own customers with pure intention! If there were negative star reviews, this would be the first one I would give! It's unbelievable what kind of approach this insurance company takes! Motor vehicle liability and comprehensive insurance, cancellation sent out in a timely manner. Since two people are the policyholders in this case, we were informed that the signatures of both policyholders are required for cancellation. We sent off the required letter on the same day, at the beginning of February! The answer came yesterday, March 3rd, that the vehicle liability insurance had been canceled retroactively, the comprehensive insurance remains in place. I assume this approach is intentional! Letter was drafted and sent on February 28th, no communication beforehand that only liability was affected. Then on Thursday evening you find yourself with a car that hasn't had liability insurance for three days. Thank you very much, dear Uniqua Insurance! Definitely never any insurance with you again! I've really never experienced anything like that!",-0.98,Negative,,contract,22,
61,"Legal protection insurance taken out large package after three months a case that wasn't paid for with a flimsy excuse never again, but unfortunately you have a representative who runs down your door when you have offers if you have problems you annoy him and time passes.",-0.97,Negative,,people,22,
62,"Debited as quickly as possible, but credit not deducted. Money-grubbing club",-0.97,Negative,,also,22,
63,"Not even worth a star. You get bad advice and the insurance company talks its way out of it if there is damage. Further steps will follow, don't put up with everything from this company!",-0.99,Negative,,company,22,
64,The monthly amount was still debited even though the car was already deregistered. No response despite several emails. Never again uniqa!,-0.99,Negative,,at,22,
65,"A medical report was demonstrably changed at Uniqa's request. This was then denied by the clerk. Billing for the permanent disability was incorrect - progression was ""forgotten"". During billing, no attention was drawn to a separate component of the policy that requires a much higher billing would have.Medical reports were transmitted by email without the required security according to the GDPR. (Password sent separately) Most of the time no one can be reached by phone. Delay tactics and war of attrition at its finest...Better without insurance than with Uniqa.",-0.99,Negative,,don,21,
66,"Not recommended, first they take your money and if you need something yourself they don't care.",-0.99,Negative,,because,21,
67,"Bad. Constantly changing clerks. No response to inquiries within 2 weeks.Responsible clerk cannot be reached.wozBut the debits take place on time, don't worry. :)",-0.98,Negative,,your,21,
68,"Don't ever come into my life again, even if it's the last insurance company in the world, I'll never go to that shitty Uniqa again",-0.99,Negative,,who,20,
69,"GROSS NEGLIGENCE: I am on P5, i.e. 14 years accident-free. Uniqa/VVD suddenly canceled one of my two liability insurance contracts - without giving any reason. What's interesting is that the cancellation letter NEVER reached me. Mr. HPI and Ms. EIK are witnesses to the fact that this ""registered letter"" from Uniqa/VVD NEVER arrived at my address by post. (Investigations (58199 81 GOZ7, 5842748 V2G5) by the post office yielded no results because they need the tracking number from Uniqa/VVD, but both of them are silent.) In addition, parallel to the alleged termination letter in the mail, there was no termination email from Uniqa, no termination SMS from Uniqa consultant Mario W.I drove for 14 days without liability insurance WITHOUT being properly informed of this by the liability insurance company Uniqa/VVD, and without being properly terminated.It was only when the traffic office/police told me that I should show an insurance contract, otherwise my car would be immobilized, that it became clear that Uniqa/VVD had somehow terminated the liability insurance - but the car was stuck in traffic for 14 days without insurance.Removing someone's liability insurance and not doing so making sure that you know this is GROSS NEGLIGENCE. Uniqa and VVD acted with the utmost gross negligence here. Uniqa/VVD did not respond to repeated requests to Uniqa and VVD to state the reason for the termination. Uniqa/VVD also made no comment on the missing registered letter. There was also no comment on Uniqa/VVD's liability-free driving around of insurance customers who were left in the dark. The parent company D-38110 Braunschweig, Volkswagen Auto-Versicherung AG, also did not respond. Experiences: From August 23 to October 28, 2021.",-0.99,Negative,,do,20,
70,"So this insurance is not good at all and the insurance broker is not good either. I am very dissatisfied because I only signed the contract in December and in January and December they deducted €712 from me twice. Normally €356 should be deducted and then I have it in the bank stopped in February, insurance agent told me I have to transfer it myself, I transferred €356 and then they deduct €356 from me, I don't recommend this insurance",-0.99,Negative,,pay,20,
71,Absolutely no service for older people who cannot use the Internet. Terminations are not accepted or processed. No personal advice or adjustment of existing contracts.,-0.98,Negative,,time,20,
72,"Received incorrect information from customer service by phone, then no response to my (friendly) email for weeks, then a meaningless 08/15 response, no thanks",-0.98,Negative,,service,20,
73,"Business loss insurance for the self-employed. If you are thinking about taking out business loss insurance or if you already have one, I can only recommend that you refrain from doing so or cancel the insurance. Your contract contains a clause that in the event of permanent incapacity to work, the contract will be terminated The payments will be stopped with immediate effect. In concrete terms, it works like this: a medical expert commissioned and paid by the insurance company will confirm your permanent incapacity for work after a certain period of time on the basis of the findings provided by your treating doctor. This enables the insurance company to accept your contract with immediate effect Cancel and stop payments. So if you are a doctor who has gone blind or a carpenter who has lost his hands or a locksmith who has cancer, this means permanent disability for the insurance company. Do not expect your insurance advisor to tell you about these circumstances because in most cases he doesn't know the exact details of the contract you signed or he simply doesn't care because of the expected final premium. This is a trick of the insurance companies. I can only advise you against it to transfer the prescribed premiums over years or even decades to the insurance company, which is all too happy to support active and retired athletes. In most cases there is only one loser: the gullible policyholder who lulls himself into a false sense of security.",-0.99,Negative,,all,19,
74,"Very friendly, competent lady on the phone ☎️ Thank you",0.99,Positive,,when,19,
75,"I received no response to an accident report submitted via the myUniqa portal. Further written inquiries via a brokerage office were answered without comment with a new version of the policy with a smaller scope of services. In my opinion, a completely inadequate service!",-0.99,Negative,,years,19,
76,"I have taken out health insurance and so far, every time I submit a medical bill that is covered by the policy, I receive the answer that no bill could be created because a doctor's inquiry is used to check whether all the information was available when the insurance was taken out. Does this mean that the insured person is assumed to have not completed the insurance application truthfully?",-0.99,Negative,,never,19,
77,"The performance so far has always been fair and transparent - but so far it has only been small things, fortunately",0.98,Positive,,so,18,
78,From October 1st The 2G rule applies to employees there... an absolute NOGO!!!,-0.99,Negative,,any,18,
79,"Despite selling the vehicle and deregistering, you continue to collect traffic legal protection insurance... UNIQA no THANK YOU",-0.99,Negative,,received,17,
80,"Do not take out “business interruption” insurance, in the event of a legitimate claim, this insurance takes legal action and as the insured person you have to prove that you were injured....",-0.99,Negative,,take,17,
81,Service is great if you want to sign a contract. Then forget.,-0.4,Negative,,has,17,
82,"Now trying to wriggle out of any obligation to pay benefits, unfortunately it is now by far the worst insurance",-0.9,Negative,,about,17,
83,Not accommodating in times of Corona,-0.7,Negative,,here,16,
84,"Extremely competent advice, high customer orientation, very good service - everything just fits",0.9,Positive,,without,16,
85,"Customer portal not working, notifications cannot be received.",-0.6,Negative,,were,16,
86,"Not good, not recommended",-0.5,Negative,,uniqua,16,
87,If I could give 0 then it would be 0!!!!!,-0.9,Negative,,sent,15,
88,Simply top notch,0.9,Positive,,money,15,
89,Claim your profile to get access to Trustpilot's free business tools and strengthen relationships with your customers.,0,Neutral,,paid,15,
90,Claim your profile to get access to Trustpilot's free business tools and strengthen relationships with your customers.,0,Neutral,,liability,15,
91,Information obtained from various external sources,0,Neutral,,email,14,
92,Wienerstadtische,0,Neutral,,accident,14,
93,21,0,Neutral,,legal,14,
94,Profile not claimed,0,Neutral,,protection,14,
95,Grazer Mutual Insurance,0,Neutral,,one,13,
96,62,0,Neutral,,should,13,
97,Profile not claimed,0,Neutral,,everything,13,
98,Alliance Austria,0,Neutral,,damage,13,
99,111,0,Neutral,,months,13,
100,Profile not claimed,0,Neutral,,like,13,
101,The companies suggested here are based on the search tendencies of other users.,0,Neutral,,would,13,
102,"On Trustpilot everyone has the opportunity to leave reviews. The author of a review can edit or delete it at any time, and the reviews will be displayed as long as the respective user account is active.",0,Neutral,,business,12,
103,Companies can invite people to submit reviews via automatic invitations. These reviews are marked “verified” to indicate that they are real experiences. Learn more about the different types of reviews.,0,Neutral,,canceled,12,
104,"To protect our portal, we rely on a combination of specialized employees and clever technologies. Learn how we combat fake reviews.",0,Neutral,,phone,12,
105,Here you will find 8 tips for writing reviews.,0,Neutral,,get,12,
106,Verification helps ensure that these are reviews from real people about real companies.,0,Neutral,,customers,12,
107,"I wanted to take out legal protection insurance with Uniqa but based on the applications I read here, I won't take out insurance with Uniqa... That makes you think.",-0.5,Negative,,more,12,
108,4 years fully comprehensive insurance paid. 1 parking damage caused (1 liability + own comprehensive repair) and 2 times the windshield was glued by the ÖAMTC. Now suddenly contract termination by Uniqa. The worst insurance I've ever had. Apparently the Corona virus has completely destroyed the managers' brains. I advise everyone to reconsider car insurance with this insurance company.,-0.9,Negative,,simply,12,
109,"Telephone support 5 minutes ago from an employee (unfortunately I can't remember his name) regarding online entry and submission of invoices for me and my brother was excellent!! You can only wish for such employees! THANK YOU, Hans MAIER",0.9,Positive,,cancellation,12,
110,"Actually no star, but that's not possible. Local consultants are trying, but unfortunately it doesn't help. Customer service complaints went unanswered. Customers are only important when debiting the premiums. Customer service is just terrible!!!!",-0.9,Negative,,he,12,
111,"The only excuse is communication difficulties because we took out the insurance through Raiffeisen Bank. No matter what problems we have, we should contact the advisor there. Nobody cares that the advisor no longer works there and the bank has discontinued the service. I'm extremely disappointed.",-0.8,Negative,,anything,11,
112,"Never again Uniqa only problems. You want to cancel your contract. I haven't received any answers by email since November. Only the Uniqa standard that you received. Today, after the 3rd phone call on the topic, she told me in all seriousness that I can't cancel at all the broker can do that and that my notice period has expired (of course if you don't respond to the emails). And the broker thing is legally nonsense, after all my contract says Uniqa. Well, everything will now go to the legal protection if something doesn't happen soon. I'm fed up with Uniqa.",-0.9,Negative,,long,11,
113,"I took out health insurance with UNIQA in January 2023. The policy was already expensive, but I was assured that the prices were stable and the support was good. Now it's only been 1 year and they're announcing the third policy increase! With every submission you have to submit countless documents, many benefits are rejected and you have to discuss and now this. Overall, the insurance was increased by over €60 in one year and the benefit amount for individual services was even reduced by €75. In addition, the change is uploaded to the portal on a weekend, 9 days before it comes into force, and the consumer is not even informed about it. I would advise against anyone getting insurance here",-0.9,Negative,,unfortunately,11,
114,"Called 2 times, 2 times after connecting and waiting at the right department...just hung up!!! Hahaaaa, says it all",-0.9,Negative,,something,10,
115,"I simply canceled my accident insurance because I had accident damage. But what's the point of having accident insurance if you're not allowed to use it? My children are also attached to the insurance, they are now also hanging in the air. I will certainly no longer take out insurance with this insurance as soon as they have to pay more than they earn, you will be thrown out. Bad insurance.",-0.8,Negative,,am,10,
116,"Only problems! Was a customer for years - you don't get an answer to emails, the call center is a disaster and unfriendly - I don't know the answers to my questions and even though I canceled my insurance months ago (also with the biggest problems - with lots of phone calls and writing letters) I get now post again that I should announce my annual sales of my business! No more Uniqa! Thanks!",-0.9,Negative,,answer,10,
117,"On November 28th, Sparkasse announced that the standing orders that had previously been made by Raiffeisenbank should be debited immediately from Sparkasse. It works for 20 direct debit orders, but not for Uniqa. The money was debited from both banks. My Uniqa advisor is also very inappropriate. When appointments were made, they are not kept.",-0.9,Negative,,just,10,
118,Case processing is delayed. You don't get any clear instructions; people keep claiming that you're taking care of cases and then don't do anything. Really looks like a tactic. Just don't take out insurance with Uniqa,-0.9,Negative,,problems,10,
119,After 20 years of paying in for a life insurance product. If canceled on the guaranteed deadline. 0 interest!!!! Fraudulent products. No transparency. Not recommendable. All I can say is stay away. Nobody is responsible at once. Shame yourself,-0.9,Negative,,didn,10,
120,"Accident causation is the magic word! My accident has been being processed for an incredible 3 years! I had to do 3 reports for a knee injury. The money is shoved up the appraisers' asses, the actual customer (who hasn't had a single accident in 15 years) is apparently worth 0.0! Stay away from Accident&Compact! It's all a huge farce!",-0.9,Negative,,what,10,
121,"After a cellar break-in with theft of wheels, nothing has happened for 4 weeks. An expert was sent (for whatever) when debiting the premiums they are quick in the event of damage. Unfortunately there is no additional information for customers if you don't follow up yourself. After processing, all contracts will be terminated Because that's not how you treat customers",-0.9,Negative,,good,10,
